,Unnamed: 0.1,Quantity/Units,Weight(Tons),Value(1000 SAR),Country Group,Commodity,Commodity Code
972,27129000,0,730144,426974,Other Arab League Countries,OTHER PARAFFIN WAX,27129000
973,27129000,0,63843,37219,Islamic not Arabic countries,OTHER PARAFFIN WAX,27129000
974,27129000,0,2434203,1141080,"Asian not Arabic ,not Islamic",OTHER PARAFFIN WAX,27129000
975,27129000,0,255711,128004,"African not Arabic,not Islamic",OTHER PARAFFIN WAX,27129000
976,27129000,0,144767,76544,Australia and Oceania,OTHER PARAFFIN WAX,27129000
977,27139000,0,74339,118790,Gulf Cooperation Council,OTHER RESIDUES OF PETROLEUM OILS,27139000
978,28011000,0,1267,1890,Gulf Cooperation Council,CHLORINE,28011000
979,28011000,0,670,1403,Other Arab League Countries,CHLORINE,28011000
980,28020020,0,32625,27283,Other Arab League Countries,COLLOIDAL SULPHUR,28020020
981,28020020,0,13200,11038,"Asian not Arabic ,not Islamic",COLLOIDAL SULPHUR,28020020
982,28030000,0,142,803,"Asian not Arabic ,not Islamic","CARBON, NOT ELSEWHERE SPECIFIFED",28030000
983,28041000,0,114,644,Gulf Cooperation Council,HYDROGEN,28041000
984,28042100,0,956,1788,Gulf Cooperation Council,ARGON,28042100
985,28042100,0,357,565,Other Arab League Countries,ARGON,28042100
986,28042910,0,104,2531,Gulf Cooperation Council,HELIUM,28042910
987,28042910,0,9,504,Other Arab League Countries,HELIUM,28042910
988,28042990,0,154,958,Gulf Cooperation Council,OTHER RARE GASES,28042990
989,28043000,0,317,597,Gulf Cooperation Council,NITROGEN,28043000
990,28043000,0,594,304,Other Arab League Countries,NITROGEN,28043000
991,28044000,0,271,397,Gulf Cooperation Council,OXYGEN,28044000
992,28044000,0,10794,4650,Other Arab League Countries,OXYGEN,28044000
993,28051990,0,197,778,Gulf Cooperation Council,OTHER ALKALI METALS,28051990
994,28054000,0,6,359,Islamic not Arabic countries,MERCURY,28054000
995,28061000,0,18651,9262,Gulf Cooperation Council,HYDROGEN CHLORIDE (HYDROCHLORIC ACID),28061000
996,28061000,0,2281,746,Other Arab League Countries,HYDROGEN CHLORIDE (HYDROCHLORIC ACID),28061000
997,28070010,0,5096,2940,Gulf Cooperation Council,SULPHURIC ACID,28070010
998,28070010,0,6875,3658,Other Arab League Countries,SULPHURIC ACID,28070010
999,28070010,0,315,496,"African not Arabic,not Islamic",SULPHURIC ACID,28070010
1000,28080020,0,1100,6490,Gulf Cooperation Council,SULPHONITRIC ACIDS,28080020
1001,28080020,0,3363,20871,Other Arab League Countries,SULPHONITRIC ACIDS,28080020
1002,28111990,0,271,2015,Gulf Cooperation Council,OTHER INORGANIC ACIDS,28111990
1003,28112100,0,1439,1477,Gulf Cooperation Council,CARBON DIOXIDE,28112100
1004,28112100,0,5027,4868,Other Arab League Countries,CARBON DIOXIDE,28112100
1005,28112990,0,250,337,Other Arab League Countries,OTHER INORGANIC OXYGEN COMPOUNDS OF NONMETALS,28112990
1006,28141000,0,4016,6055,Gulf Cooperation Council,ANHYDROUS AMMONIA,28141000
1007,28141000,0,436024,743198,Islamic not Arabic countries,ANHYDROUS AMMONIA,28141000
1008,28141000,0,3049823,5497068,"Asian not Arabic ,not Islamic",ANHYDROUS AMMONIA,28141000
1009,28141000,0,434014,713963,"African not Arabic,not Islamic",ANHYDROUS AMMONIA,28141000
1010,28141000,0,154655,268241,Australia and Oceania,ANHYDROUS AMMONIA,28141000
1011,28141000,0,63667,123803,North America,ANHYDROUS AMMONIA,28141000
1012,28141000,0,224347,383498,South America,ANHYDROUS AMMONIA,28141000
1013,28151100,0,5319,10867,Gulf Cooperation Council,SOLID CAUSTIC SODA,28151100
1014,28151100,0,15843,29129,Other Arab League Countries,SOLID CAUSTIC SODA,28151100
1015,28151100,0,15727,30492,Islamic not Arabic countries,SOLID CAUSTIC SODA,28151100
1016,28151100,0,701,1252,"Asian not Arabic ,not Islamic",SOLID CAUSTIC SODA,28151100
1017,28151100,0,12428,24897,"African not Arabic,not Islamic",SOLID CAUSTIC SODA,28151100
1018,28151100,0,214,495,North America,SOLID CAUSTIC SODA,28151100
1019,28151100,0,983,1936,European Union,SOLID CAUSTIC SODA,28151100
1020,28151200,0,40218,33120,Gulf Cooperation Council,SODA LYE OR LIQUID SODA,28151200
1021,28151200,0,3221,2811,Other Arab League Countries,SODA LYE OR LIQUID SODA,28151200
1022,28151200,0,5991,6111,Islamic not Arabic countries,SODA LYE OR LIQUID SODA,28151200
1023,28151200,0,96066,96990,"Asian not Arabic ,not Islamic",SODA LYE OR LIQUID SODA,28151200
1024,28151200,0,114435,114618,"African not Arabic,not Islamic",SODA LYE OR LIQUID SODA,28151200
1025,28151200,0,432427,460639,Australia and Oceania,SODA LYE OR LIQUID SODA,28151200
1026,28151200,0,68812,67138,North America,SODA LYE OR LIQUID SODA,28151200
1027,28151200,0,1574,1570,South America,SODA LYE OR LIQUID SODA,28151200
1028,28170010,0,1441,12726,Gulf Cooperation Council,ZINC OXIDE,28170010
1029,28170010,0,1264,9906,Other Arab League Countries,ZINC OXIDE,28170010
1030,28170010,0,550,4333,Islamic not Arabic countries,ZINC OXIDE,28170010
1031,28170010,0,665,5127,"Asian not Arabic ,not Islamic",ZINC OXIDE,28170010
1032,28182000,0,164,1147,Gulf Cooperation Council,OTHER ALUMINIUM OXIDE,28182000
1033,28199000,0,2774,4113,Gulf Cooperation Council,OTHER CHROMIUM OXIDES,28199000
1034,28211010,0,1132,379,"Asian not Arabic ,not Islamic","iron oxide,yellow,red,black",28211010
1035,28230000,0,3373,40079,Gulf Cooperation Council,TITANIUM OXIDES,28230000
1036,28230000,0,3216,30546,Other Arab League Countries,TITANIUM OXIDES,28230000
1037,28230000,0,5284,47383,Islamic not Arabic countries,TITANIUM OXIDES,28230000
1038,28249090,0,53,603,Gulf Cooperation Council,Other Lead Dioxide,28249090
1039,28259020,0,3683,9876,Islamic not Arabic countries,SODIUM OXIDE,28259020
1040,28259020,0,2995,12341,"Asian not Arabic ,not Islamic",SODIUM OXIDE,28259020
1041,28259020,0,2275,5395,North America,SODIUM OXIDE,28259020
1042,28259020,0,832,1818,South America,SODIUM OXIDE,28259020
1043,28259020,0,11759,24828,European Union,SODIUM OXIDE,28259020
1044,28259030,0,2852,755,Other Arab League Countries,CCALCIUM OXIDE,28259030
1045,28259090,0,338,3016,Gulf Cooperation Council,OTHER OXIDES AND INORGANIC SALTS,28259090
1046,28261200,0,142,1305,Other Arab League Countries,FLUORIDES OF ALUMINIUM,28261200
1047,28272000,0,573,697,Gulf Cooperation Council,CALCIUM CHLORIDE,28272000
1048,28273200,0,183,1407,Other Arab League Countries,CHLORIDES OF ALUMINIUM,28273200
1049,28273930,0,112,1163,Gulf Cooperation Council,OTHER ZINC CHLORIDE,28273930
1050,28273990,0,2174,2218,Gulf Cooperation Council,Other Chloride,28273990
1051,28275990,0,72,1321,Gulf Cooperation Council,Other Mercure Bromaide,28275990
1052,28275990,0,1361,10129,European Union,Other Mercure Bromaide,28275990
1053,28289010,0,10306,6659,Gulf Cooperation Council,SODIUM HYPOCHLORITE,28289010
1054,28289010,0,3987,2381,Other Arab League Countries,SODIUM HYPOCHLORITE,28289010
1055,28289090,0,524,2794,Gulf Cooperation Council,OTHER HYPOCHLORITES,28289090
1056,28309000,0,2225,9718,Other Arab League Countries,OTHER SULPHIDES,28309000
1057,28321000,0,1141,1382,"Asian not Arabic ,not Islamic",SODIUM SULPHITES,28321000
1058,28323090,0,89,554,Gulf Cooperation Council,OTHER THIOSULPHATES,28323090
1059,28331900,0,94,405,Gulf Cooperation Council,OTHER SODIUM SULPHATES,28331900
1060,28331900,0,824,3346,Other Arab League Countries,OTHER SODIUM SULPHATES,28331900
1061,28332200,0,139,1226,Other Arab League Countries,SULPHATES OF ALUMINIUM,28332200
1062,28341010,0,6287,25339,Other Arab League Countries,SODIUM NITRITE,28341010
1063,28341090,0,253,789,Other Arab League Countries,Other Nitrite,28341090
1064,28342950,0,94,881,Other Arab League Countries,OTHER ALUMINIUM NITRATE,28342950
1065,28351000,0,144,759,Gulf Cooperation Council,PHOSPHINATES AND PHOSPHANATES,28351000
1066,28351000,0,130,822,Other Arab League Countries,PHOSPHINATES AND PHOSPHANATES,28351000
1067,28352600,0,262,510,Gulf Cooperation Council,OTHER PHOSPHATES OF CALCIUM,28352600
1068,28352920,0,2672,7510,Other Arab League Countries,OTHER IRON PHOSPHATE,28352920
1069,28352990,0,169,695,Gulf Cooperation Council,Other Phosphate,28352990
1070,28362000,0,3210,2419,Gulf Cooperation Council,DISODIUM CARBONATE,28362000
1071,28362000,0,3142,3790,Other Arab League Countries,DISODIUM CARBONATE,28362000
1072,28365000,0,60782,19332,Gulf Cooperation Council,CALCIUM CARBONATE,28365000
1073,28365000,0,3871,4566,Other Arab League Countries,CALCIUM CARBONATE,28365000
1074,28365000,0,275,348,Islamic not Arabic countries,CALCIUM CARBONATE,28365000
1075,28365000,0,897,1565,"African not Arabic,not Islamic",CALCIUM CARBONATE,28365000
1076,28365000,0,468,690,European Union,CALCIUM CARBONATE,28365000
1077,28369990,0,186,327,Gulf Cooperation Council,OTHER ZINC CARBONATE,28369990
1078,28369990,0,419,570,Other Arab League Countries,OTHER ZINC CARBONATE,28369990
1079,28371900,0,2251,10079,Other Arab League Countries,OTHER CYANIDES,28371900
1080,28371900,0,20,914,"African not Arabic,not Islamic",OTHER CYANIDES,28371900
1081,28371900,0,20,1152,European Union,OTHER CYANIDES,28371900
1082,28391900,0,8334,7833,Gulf Cooperation Council,OTHER SODIUM SILICATES,28391900
1083,28391900,0,28785,35833,Other Arab League Countries,OTHER SODIUM SILICATES,28391900
1084,28399000,0,2394,3827,Gulf Cooperation Council,OTHER SILICATES,28399000
1085,28399000,0,2151,4333,Other Arab League Countries,OTHER SILICATES,28399000
1086,28399000,0,743,3662,Islamic not Arabic countries,OTHER SILICATES,28399000
1087,28444090,0,1,640,"Asian not Arabic ,not Islamic",OTHER RADIOACTIVE ELEMENTS,28444090
1088,28444090,0,10,1462,North America,OTHER RADIOACTIVE ELEMENTS,28444090
1089,28530010,0,715,390,Gulf Cooperation Council,"Distilled water, conductivity water and similar water",28530010
1090,28530010,0,760,2262,Other Arab League Countries,"Distilled water, conductivity water and similar water",28530010
1091,28530090,0,4076,1450,Gulf Cooperation Council,OTHER CYANOGEN CHLORIDE,28530090
1092,28530090,0,32,722,European Union,OTHER CYANOGEN CHLORIDE,28530090
1093,29011040,0,488,2039,Other Arab League Countries,HEXANES,29011040
1094,29011040,0,1965,9526,Islamic not Arabic countries,HEXANES,29011040
1095,29011040,0,3305,20422,"Asian not Arabic ,not Islamic",HEXANES,29011040
1096,29011040,0,15315,80516,North America,HEXANES,29011040
1097,29011040,0,28969,151714,European Union,HEXANES,29011040
1098,29011060,0,1200,5850,Islamic not Arabic countries,OCTANES,29011060
1099,29011060,0,4961,24239,North America,OCTANES,29011060
1100,29011060,0,17112,84638,European Union,OCTANES,29011060
1101,29011090,0,218,1197,Other Arab League Countries,OTHER SATURATED ACYCLIC HYDROCARBONS,29011090
1102,29012100,0,35748,146168,Gulf Cooperation Council,ETHYLENE,29012100
1103,29012100,0,103670,399064,Islamic not Arabic countries,ETHYLENE,29012100
1104,29012100,0,82552,323975,"Asian not Arabic ,not Islamic",ETHYLENE,29012100
